% Maxiumum Thrust Table
% The Function is T(mach, altitude)
% Ranges are:
    % altitude = 0 to 50000 ft
    % mach = 0 to 1 
% ------------------------------------------------------------------ %
20000 15000 10800 7000  4000 2500
21420 15700 11225 7323  4435 2600
22700 16860 12250 8154  5000 2835
24240 18910 13760 9285  5700 3215
26070 21075 15975 11115 6860 3950
28886 23319 18300 13484 8642 5057
